Brand,Model,Reference number,Movement,Case material,Bracelet material,Year of production,Scope of delivery,Gender,Location,Price,Availability,Caliber/movement,Base caliber,Power reserve,Number of jewels,Case diameter,Water resistance,Bezel material,Crystal,Dial,Dial numerals,Bracelet color,Clasp,Clasp material,url
Rolex (Guaranteed Authentic),Day-Date 36,118209 (Presidential),Automatic,White gold,White gold,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$22,872",Item is in stock,,,,,36 mm,,White gold,Sapphire crystal,Black,,,,,https://www.chrono24.com/rolex/day-date-president-black-36mm-18k-white-gold-smooth-bezel-watch-118209--id43534744.htm
Rolex,Lady-Datejust,279173,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Women's watch,"United States of America, Texas, Austin","$19,595",Item is in stock,2236,,55 h,31,28 mm,10 ATM,Yellow gold,Sapphire crystal,Mother of pearl,No numerals,Gold/Steel,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/lady-datejust-mother-of-pearl-diamond-dial-unworn--id34297874.htm
Rolex,Lady-Datejust,279171,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Women's watch,"United States of America, California, Los Angeles","$18,995 [Negotiable]",Item is in stock,2236,Rolex 3135,55 h,31,28 mm,10 ATM,Rose gold,Sapphire crystal,Purple,Gemstones,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-new-2025-unworn-lady-datejust-2-tone-jubilee-auberginepurple-diamond-dial-279171--id44193603.htm
Rolex,Oyster Perpetual,134300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"Austria, Wien","€10,850 (= $12,842)",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-41mm-steel-pistachio-dial--id43809782.htm
Rolex,Datejust 41,126300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York City","$12,936",Item is in stock,3235,Rolex 3135,70 h,31,41 x 48 mm,10 ATM,Steel,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-unworn-2025-datejust-41-mm-grey-jubilee-126300-0008-complete--id24086303.htm
Rolex,GMT-Master II,116710LN (GMT-Master II black bezel),Automatic,Steel,Steel,2017,"Original box, original papers",Men's watch/Unisex,"United States of America, Virginia, Henrico","$14,395",Item is in stock,3186,Rolex 3186,48 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id43826724.htm
Rolex,Day-Date 36,118206,Automatic,Platinum,Platinum,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$48,495",Item is in stock,3155,,48 h,31,36 mm,10 ATM,Platinum,Sapphire crystal,Blue,,Silver,,Platinum,https://www.chrono24.com/rolex/rolex-like-new-2021-day-date-36-platinum-president-ice-blue-glacier-index-dial-118206--id44011861.htm
Rolex,Sky-Dweller,326135 (Everose),Automatic,Rose gold,,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$33,500",Item is in stock,,,,,42 mm,,Rose gold,Sapphire crystal,Silver,,,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/gold-sky-dweller-326135--id43582079.htm
Rolex,Submariner (No Date),114060 (Submariner Ceramic Bezel Dark),Automatic,Steel,Steel,2016,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$11,700 [Negotiable]",Item is in stock,3130,3130,48 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/114060-2016-submariner-no-date--id44972655.htm
Rolex,Datejust 36,126234,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California","$15,888 [Negotiable]",Item is in stock,,,,,36 mm,,White gold,,Black,,Steel,,,https://www.chrono24.com/rolex/datejust-36--id38343656.htm
Rolex,GMT-Master II,126718grnr,Automatic,Yellow gold,Yellow gold,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Winchester","$47,999",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/gmt-master-ii--id42112421.htm
Rolex,Datejust 31,278274 (Datejust Diamonds),Automatic,Steel,Steel,2020,"Original box, original papers",Women's watch,"United States of America, California, Newport Beach","$12,495",Item is in stock,2236,Rolex 3135,55 h,31,31 mm,10 ATM,White gold,Sapphire crystal,Silver (solid),,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-31-grey-roman-6-diamond-dial-stainless-steel-fluted-bezel-oyster-bracelet--id43272946.htm
Rolex,Daytona,126503,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New Hampshire, Salem","$28,500",Item needs to be procured,4130,,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-daytona-new-2025-126503-white-gold-and-steel-40-mm--id36483351.htm
Rolex,Submariner Date,126618LB (Submariner Ceramic Bezel Light),Automatic,Yellow gold,Yellow gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$50,435",Item needs to be procured,3235,,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-new-2025-submariner-41mm-126618ln-yellow-gold-black-dial--id42970097.htm
Rolex,Sky-Dweller,336933 (Two-tone),Automatic,Steel,Gold/Steel,Unknown,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$19,500",Item is in stock,,,,,42 mm,,Yellow gold,Sapphire crystal,White,,Gold/Steel,,Gold/Steel,https://www.chrono24.com/rolex/sport-sky-dweller-336933--id43178486.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2018,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$17,675 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Grey,Gemstones,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-126334-datejust-41-with-dark-rhodium-diamond-dial-on-jubilee--id45056572.htm
Rolex,Submariner (No Date),124060,,Steel,Steel,2024,"Original box, original papers",,"United States of America, California, San Diego","$13,495",Item is in stock,,,,,41 mm,,Ceramic,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/2024-rolex-submariner-124060-41mm-black-ceramic-stainless-steel-box-paper--id44218208.htm
Rolex,Daytona,126518ln,Automatic,Yellow gold,Rubber,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$55,000",Item is in stock,4131,4030,72 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Black,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-daytona-18k-yellow-gold--paul-newman-dial-126518ln--id37113655.htm
Rolex,Datejust 31,68278 (Datejust Diamonds),Automatic,Yellow gold,Yellow gold,1993,"Original box, no original papers",Women's watch,"United States of America, California, Los Angeles","$18,495",Item is in stock,2135,2135,42 h,29,31 mm,10 ATM,Yellow gold,Sapphire crystal,Blue,Gemstones,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-very-good-condition-1993-datejust-31-president-yellow-gold-blue-vignette-diamond-dial--id43763175.htm
Rolex,Oyster Perpetual 31,277200 (Chocolate),Automatic,Steel,Steel,2025 (Approximation),"Original box, original papers",Women's watch,"United States of America, New York, Oakland Gardens","$10,800",Item is in stock,2232,Rolex 3135,55 h,31,31 mm,10 ATM,Steel,Sapphire crystal,Brown,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-31--id44404041.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2019,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Garden Grove","$12,850 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41--id44689657.htm
Rolex,Sky-Dweller,336934,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$27,995",Item is in stock,Mechanical movement,9002,72 h,29,42 mm,10 ATM,White gold,Sapphire crystal,Green,No numerals,Silver,Fold clasp,Steel,https://www.chrono24.com/rolex/sky-dweller-green-dial-2025---new-style-box--id42799122.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Steel,Steel,2022,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$14,495",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Silver,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-full-stickers-2022-datejust-41-steel-jubilee-silver-index-dial-126334-new-old-stock--id44704651.htm
Rolex,Datejust 36,126234 (Jubilee),Automatic,Steel,Steel,Unknown,"Original papers, no original box",Men's watch/Unisex,"United States of America, Texas, Houston","$13,950",Item is in stock,3235,"3135, Manufacture Rolex",70 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36--id44962787.htm
Rolex,Datejust 36,16238,Automatic,Yellow gold,Leather,1989 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, Connecticut, Windsor","$9,988",Item is in stock,3135,,48 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Gold,No numerals,Brown,,Yellow gold,https://www.chrono24.com/rolex/rolex-datejust-36--id42504121.htm
Rolex,Datejust Turn-O-Graph,116264,Automatic,Steel,Steel,2011,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$10,675 [Negotiable]",Item is in stock,3135,Rolex 3135,42 h,31,36 mm,10 ATM,White gold,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-116264-datejust-turn-o-graph-with-white-dial-on-oyster--id35730446.htm
Rolex,Oyster Perpetual 31,277200 (Red Face),Automatic,Steel,Steel,2021,"Original box, original papers",Women's watch,"United States of America, Oakland Gardens","$10,900 [Negotiable]",Item is in stock,2232,Rolex 3135,55 h,31,31 mm,10 ATM,Steel,Sapphire crystal,Red,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-31--id43055784.htm
Rolex,Datejust 36,16233,Automatic,Gold/Steel,Gold/Steel,1988,"No original box, no original papers",Men's watch/Unisex,"United States of America, Staten Island","$6,500 [Negotiable]",Item is in stock,3135,3135,42 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Champagne,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-36--id43785796.htm
Rolex,Daytona,116519LN (Daytona (from 2016)),Automatic,White gold,Rubber,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Patchogue","$40,850 [Negotiable]",Item is in stock,4130,cal. 4130,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Black,Fold clasp,White Gold,https://www.chrono24.com/rolex/rolex-daytona-2020-oysterflex-18k-white-gold-diamond-dial-40mm-watch-116519ln--id38955476.htm
Rolex,Daytona,116503,Automatic,Gold/Steel,Gold/Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, FRISCO","$24,000 [Negotiable]",Item is in stock,4130,cal. 4130,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-daytona--id45157426.htm
Rolex,Lady-Datejust,279171,Automatic,Gold/Steel,Gold/Steel,2026,"Original box, original papers",Women's watch,"United States of America, Nevada, Las Vegas","$18,200",Item is in stock,2236,Rolex 3135,55 h,31,28 mm,10 ATM,Rose gold,Sapphire crystal,Pink,Gemstones,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-lady-datejust--id44689161.htm
Rolex,Oyster Perpetual Date,15000 (Oyster Perpetual Vintage),Automatic,Steel,Steel,1984 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$5,800",Item is in stock,3035,cal. 3035,48 h,27,34 mm,10 ATM,Steel,Plexiglass,Black,Lines,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-date--id44250094.htm
Rolex,Oyster Perpetual 36,126000,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York City","$10,069",Item is in stock,3230,Rolex 3235,70 h,31,36 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-unworn-2025-oyster-perpetual-36-black-dial-126000-0002-complete--id28550930.htm
Rolex (Guaranteed Authentic),GMT-Master II,116713 LN,Automatic,Gold/Steel,,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$13,512",Item is in stock,,,,,40 mm,,,Sapphire crystal,Black,,,,,https://www.chrono24.com/rolex/gmt-master-ii-ceramic-black-two-tone-18k-yellow-gold-40mm-116713-ln-watch--id43830831.htm
Rolex,Day-Date 36,1803 (Day-Date 36mm (up to 2000)),Automatic,Yellow gold,,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Santee","$8,999",Item is in stock,,,,,36 mm,,,,Silver,,Gold,,,https://www.chrono24.com/rolex/rolex-day-date--id44164025.htm
Rolex,GMT-Master II,126720VTNR (Sprite),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$18,245 [Negotiable]",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id39635037.htm
Rolex,Datejust 31,178384 (Datejust Gold/Steel),Automatic,Gold/Steel,Steel,Unknown,"Original box, no original papers",Women's watch,"United States of America, Nevada, Las Vegas","$14,700",Item is in stock,2235,,48 h,31,31 mm,10 ATM,White gold,Sapphire crystal,Mother of pearl,Roman numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-31--id43830569.htm
Rolex,Explorer II,16570 (Explorer II 16570 White),Automatic,Steel,Steel,1993,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, San Diego","$10,550 [Negotiable]",Item is in stock,3185,cal. 3185,50 h,31,40 mm,10 ATM,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-explorer-ii--id44730872.htm
Rolex,GMT-Master II,126710GRNR (Bruce Wayne),,Steel,Steel,2024,"Original box, original papers",,"United States of America, California, San Diego","$21,495",Item is in stock,,,,,40 mm,,Ceramic,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/2024-rolex-gmt-master-ii-bruce-wayne-126710grnr-black-gray-steel-box-paper--id44572195.htm
Rolex,Datejust 36,126233,Automatic,Gold/Steel,Gold/Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Newport Beach","$16,495",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Champagne,,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-datejust-36-champagne-index-palm-motif-two-tone-yellow-gold-fluted-bezel-oyster-bracelet--id42427246.htm
Rolex,Land-Dweller,127235 (Everose),Automatic,Rose gold,Rose gold,2025,"Original box, original papers",,"United States of America, San Antonio","$55,490",Item is in stock,,,,,,,,,White,,,,,https://www.chrono24.com/rolex/land-dweller-36--id42576116.htm
Rolex,Datejust 36,16233 (Two-tone),Automatic,Steel,Gold/Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Chino Hills","$8,199",Item is in stock,3135,,,31,36 mm,,Yellow gold,Sapphire crystal,,Roman numerals,Gold/Steel,,,https://www.chrono24.com/rolex/mens-datejust-16233-champagne-roman-18k-gold-steel-no-holes-two-tone-watch--id45020365.htm
Rolex,Yacht-Master,,,,,1993,"No original box, no original papers",,"United States of America, California, Los Angeles","$26,750 [Negotiable]",Item is in stock,,,,,,,,,,,,,,https://www.chrono24.com/rolex/rolex-yacht-master-ref-16628--id43100228.htm
Rolex,Explorer II,16570 (Explorer II 16570 White),Automatic,Steel,Steel,1994,"Original box, original papers",Men's watch/Unisex,"Italy, padova","€13,750 (= $16,274)",Item is in stock,3185,cal. 3185,50 h,31,40 mm,10 ATM,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-explorer-ii--id43082512.htm
Rolex,GMT-Master II,126720VTNR,Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Brooklyn","$19,575",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-unworn-2025-gmt-master-ii-40mm-sprite-jubilee-126720vtnr--id32884415.htm
Rolex,Submariner Date,1680 (Submariner Vintage),Automatic,Steel,Steel,1979,"No original box, no original papers",Men's watch/Unisex,"United States of America, Staten Island","$11,000 [Negotiable]",Item is in stock,1570,1570,48 h,26,40 mm,Not water resistant,Steel,Plexiglass,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/submariner-date--id42489806.htm
Rolex,Daytona,116518LN (Daytona (from 2016)),Automatic,Yellow gold,Rubber,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$48,495",Item is in stock,4130,4130,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Champagne,No numerals,Black,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-like-new-2020-cosmograph-daytona-yellow-gold-pikachu-116518ln--id44771955.htm
Rolex,Daytona,116589TBR (Tiger Eye),Automatic,White gold,Rubber,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, Nevada, Las Vegas","$237,500",Item is in stock,,,,,40 mm,10 ATM,,Sapphire crystal,Silver,No numerals,Black,Fold clasp,White Gold,https://www.chrono24.com/rolex/rolex-daytona--id43720237.htm
